index,uuid,date,collar,messagetype,latitude,longitude,trackingState,headingReportingEnabled,headingManagementEnabled,soundDisabled,shockDisabled,soundSuspended,shockSuspended,soundEvent,shockEvent,shockCount,soundCount,shockCountAttempts,soundCountAttempts,shockCountApplied,soundCountApplied,shockCountSuspend,soundCountSuspend,shockCountCumulative,currVoltageMv,lastTxVoltageMv,lastShockVoltageMv,mmuTempDegC,mcuTempDegC,reliable,more,sequence,accuracy
383153,b1660fe2-6e84-47b2-9dfb-b4ee2478ddc4,2021-07-19 03:20:27+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9454663,-101.8436517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,2
383292,09d52d75-5ff3-487e-90d7-cf9d27bbf3ee,2021-07-19 03:25:27+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9454794,-101.8436541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,3
383428,69ff7592-e7b0-4c13-93f9-ead769fa4e02,2021-07-19 03:30:27+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9454739,-101.8437082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,3
383584,7abb4982-72bc-4492-a62e-ce8e859bf36e,2021-07-19 03:35:27+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9454723,-101.8436795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,2
383727,9c348aa5-4cfb-4d5e-971e-02649482ef05,2021-07-19 03:40:27+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9454684,-101.8437014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,2
383872,e476db0b-fc1f-4a85-8aad-134254180bac,2021-07-19 03:45:28+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9454519,-101.843662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,2
384017,0efaa886-9faa-499b-b095-54e2c8251f20,2021-07-19 03:50:28+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9455013,-101.8436502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,5
384176,078ad0ca-6ccb-48f7-94e2-7d1383295138,2021-07-19 03:55:29+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.945469,-101.8436922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,5
384307,61f102e3-d79d-4829-b9e4-a878d46bfef3,2021-07-19 04:00:29+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9454636,-101.8436463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,3
384450,943940a9-3a6b-4690-bd18-446caf92e540,2021-07-19 04:05:30+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9453758,-101.8437524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,14
384590,bdf68863-32f6-4724-82af-e49b998b3ece,2021-07-19 04:10:30+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9454594,-101.8436958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,4
384737,15700a33-49cc-42da-bbed-c8d0f60112a4,2021-07-19 04:15:31+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9454197,-101.8436574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,11
384871,c1ee5acd-3f32-44d3-90c9-ac36d19465c9,2021-07-19 04:20:31+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.94543,-101.8437134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,6
385011,78469778-edd9-47f2-ad13-27371278ecd2,2021-07-19 04:25:32+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9455183,-101.8436623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,4
385152,a35f2b97-f0aa-4f47-9b3c-ece865954a9e,2021-07-19 04:30:32+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9454589,-101.8436455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,4
385299,9c2ac8d4-178b-4c59-a8bf-71d478742f89,2021-07-19 04:35:32+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9455289,-101.8436894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,3
385441,1cd3b0a3-aab0-4238-9d2e-e9daa9db75ed,2021-07-19 04:40:32+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9454934,-101.8436794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,3
385592,9fbbc9a1-208e-4df9-ab22-059c94d085c0,2021-07-19 04:45:32+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9455154,-101.8437203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,3
385747,87746a4b-f0f7-4763-8102-3571bc0f16bf,2021-07-19 04:50:32+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9454697,-101.8439804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,3
385965,cebdf564-9931-49ee-844e-11ded94855ec,2021-07-19 04:57:46+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9454412,-101.8453218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,14
386163,8f70d3b6-6d25-466e-95ec-a7c344b4f672,2021-07-19 05:04:17+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9455578,-101.846089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,11
386365,75caa77c-f3b2-4502-b28c-0de0db091a51,2021-07-19 05:11:41+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.945768,-101.8466451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,14
386513,7f58efc0-8cd9-41b3-8ae7-06d7948f1fc6,2021-07-19 05:16:41+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9456675,-101.8471054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,1
386658,22928282-7180-43bb-b4d4-bd133a3a0b07,2021-07-19 05:21:41+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9454891,-101.8474956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,3
386760,068e08c6-9273-4858-a168-dd1c04b7ab16,2021-07-19 05:25:07+06:00,00007cf2dd1fb4a0,ShockEventExtIndication,43.9452345,-101.8475013,SOUND_REGION,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,2,NA,NA,NA,NA,NA,NA,170,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA
386807,67eb9aee-bf41-4c92-959f-115dca81d82d,2021-07-19 05:26:41+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9453226,-101.8474441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,2
386928,7574294f-adfd-47db-ae8d-0198087b25f0,2021-07-19 05:30:45+06:00,00007cf2dd1fb4a0,ShockEventExtIndication,43.945216,-101.847353,SOUND_REGION,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,5,NA,NA,NA,NA,NA,NA,170,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA
386968,24a8bc3a-ffe2-4008-97ae-0e802c261981,2021-07-19 05:31:59+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9452055,-101.847276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,4
386984,30bce012-6514-440c-89e3-26ea2879fbb7,2021-07-19 05:32:26+06:00,00007cf2dd1fb4a0,ShockEventExtIndication,43.9452047,-101.8472871,SOUND_REGION,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,2,NA,NA,NA,NA,NA,NA,170,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA
387112,427b7faa-1902-4568-b5b9-95205b9bd74d,2021-07-19 05:36:41+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9456368,-101.8471977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,4
387314,fd858441-c906-4a94-af9f-ea7b67961166,2021-07-19 05:43:19+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9458605,-101.8466718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,14
387480,daa1a65a-03a8-43ae-b730-7b7b06cdecc9,2021-07-19 05:49:03+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9457911,-101.8464848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,11
387646,28fc37db-a979-46fd-a5a6-ebf17b6271d6,2021-07-19 05:54:29+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9457581,-101.8464459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,20
387812,4baabd28-5631-4cd4-bef7-bd30fa292eab,2021-07-19 05:59:49+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9454849,-101.8461105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,81
387954,f9c57557-d0f7-4401-9d14-8508ff361718,2021-07-19 06:04:49+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9453855,-101.8459202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,1
388088,f0140ae7-9ea2-45f9-a295-c072c8f7db5a,2021-07-19 06:09:49+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9450332,-101.8461718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,3
388226,45f89ccd-56c1-4a67-a75d-da132fa4b3b8,2021-07-19 06:14:49+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9447739,-101.8460752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,3
388367,39dd8c4a-902e-416c-833e-2af07a3a011c,2021-07-19 06:19:50+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.944516,-101.8458595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,4
388512,b3d56f0e-bbd0-450d-91c7-97b632b326d0,2021-07-19 06:24:50+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9439818,-101.8454731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,3
388640,f7f9b059-0c6d-45f6-8996-5e66b100d1ec,2021-07-19 06:29:10+06:00,00007cf2dd1fb4a0,ShockEventExtIndication,43.9433184,-101.8463293,SOUND_REGION,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,5,NA,NA,NA,NA,NA,NA,170,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA
388654,992dbcea-e3de-41ac-921c-38e3e17ef222,2021-07-19 06:29:50+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9433915,-101.8463205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,2
388707,8073d7e2-0a7a-497d-b312-22b30f967594,2021-07-19 06:31:53+06:00,00007cf2dd1fb4a0,ShockEventExtIndication,43.9433206,-101.8462826,SOUND_REGION,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3,24,NA,NA,NA,NA,NA,NA,173,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA
388798,ee4576e4-e910-423e-8d59-3f5866b191de,2021-07-19 06:34:51+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9433679,-101.8461335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,3
388938,bfca62a7-168c-40d1-999f-960319fadbb8,2021-07-19 06:39:51+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9433989,-101.8459495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,3
388997,0fcab4ec-0ffe-4882-8ff1-a9fe898f6216,2021-07-19 06:42:16+06:00,00007cf2dd1fb4a0,ShockEventExtIndication,43.9432883,-101.8463354,SOUND_REGION,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,1,NA,NA,NA,NA,NA,NA,173,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,NA
389139,fe287ba3-acaf-436e-968f-b1049b313afd,2021-07-19 06:47:18+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9413951,-101.8454703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,11
389361,697dfc85-f89f-4275-bf9f-ea3672b407a7,2021-07-19 06:55:05+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9414012,-101.8454585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,24
389573,db215ad6-794b-421d-b41c-04c325858662,2021-07-19 07:02:53+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9413401,-101.8454493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,15
389775,d0be08c2-eb81-4d5a-8f9a-93b1b5218946,2021-07-19 07:10:11+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9412937,-101.8454191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,17
389967,7cc8297b-6523-434a-9602-4c709ed7efb9,2021-07-19 07:17:35+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9414139,-101.8454762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,17
390180,685a38ee-67ac-45d8-bc1a-34414cb5d0e2,2021-07-19 07:25:39+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9413066,-101.8453735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,43
390427,164e8d54-ad5d-4f0b-bad1-6284d8e910df,2021-07-19 07:34:53+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9413988,-101.8455018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,8
390774,7227abd5-84d9-45e6-ad93-315aecc39025,2021-07-19 07:47:22+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9405985,-101.844021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,1
390917,1e1af967-e225-4538-864c-8bd070ee6077,2021-07-19 07:52:22+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9405705,-101.8436405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,3
391064,e904f8d9-996c-40ee-8100-b296062389f1,2021-07-19 07:57:22+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9405097,-101.8436022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,3
391203,d519ba6e-4ee9-4d59-83ba-e7c19397253e,2021-07-19 08:02:23+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9406187,-101.8435446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,7
391483,e9c6562f-cfd0-4a71-aab7-eec39b42f631,2021-07-19 08:12:24+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9406071,-101.8435091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,3
391626,1dbf0c5f-bc31-4f61-a8b5-5fa7b041b358,2021-07-19 08:17:24+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9406477,-101.8435016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,3
391764,e138d752-aa71-49f7-90aa-45244bcad339,2021-07-19 08:22:25+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9406142,-101.8435022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,3
391916,f4e25eaa-2a19-4f35-8492-6084d36e8cc0,2021-07-19 08:27:25+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9406427,-101.8435575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,3
392050,9e7dd5d1-31fc-4047-8f27-6405b960f771,2021-07-19 08:32:26+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9405083,-101.8434469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,4
392205,810afc84-d7d2-4fd6-9b01-1c4beac1b4e7,2021-07-19 08:37:26+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9405353,-101.8435159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,5
392355,11e12895-4e3f-4f0e-9a6a-5df412e88904,2021-07-19 08:42:26+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9405707,-101.8434415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,2
392504,57812719-4b70-4ac2-8bdc-bc23cdc94690,2021-07-19 08:47:26+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9405754,-101.8434474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,2
392649,5558d84a-1fdd-48d0-9533-0b24d2d92224,2021-07-19 08:52:26+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9405583,-101.8434127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,3
392797,46892a69-584f-47c9-90be-bed47a0924d6,2021-07-19 08:57:27+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9405508,-101.8434866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,3
392938,4bd98eb6-6764-4680-b192-1410b0db0d9e,2021-07-19 09:02:27+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9404965,-101.8434746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,3
393086,39bf61ec-0eac-466e-bd99-fa8da1afb3bb,2021-07-19 09:07:27+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9406265,-101.8436202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,4
393227,2af31eb9-d175-47b2-82f0-7b3853716b9a,2021-07-19 09:12:28+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9405534,-101.8435865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,5
393376,abe48703-9a90-49c3-bf27-06d46df4123e,2021-07-19 09:17:28+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9405863,-101.843872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,4
393506,35e9ffa8-e769-415a-adaf-1a7db0532ada,2021-07-19 09:22:28+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9404297,-101.8441149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,5
393654,3c6e075a-99ad-40bc-9ee5-d82baac285f9,2021-07-19 09:27:29+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9405461,-101.8443887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,4
393803,db4476d6-f865-4ee6-a995-6cfa8b4ae74c,2021-07-19 09:32:30+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9405611,-101.8446357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,4
393950,4e641087-915c-4480-bdc3-6d60ecdd5779,2021-07-19 09:37:30+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9405844,-101.8447543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,5
394082,075b9587-173f-41c2-85c1-0e4b052bd82f,2021-07-19 09:42:30+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9407817,-101.8449649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,4
394229,bb696584-1d57-4161-b93f-cf20c21d2b7d,2021-07-19 09:47:30+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9409034,-101.8452704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,3
394452,77fea51f-e72c-4321-8a6b-e46890b60c3b,2021-07-19 09:55:13+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.941154,-101.8455845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,43
394631,26f5d6f3-9760-4d58-b863-77fd65605303,2021-07-19 10:01:53+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9414095,-101.8456826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,32
394831,7ed7ac30-1b6c-4a05-8d79-3e92867d8d28,2021-07-19 10:10:03+06:00,00007cf2dd1fb4a0,GpsLocationExtIndication,43.9414752,-101.8454747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,46
